gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
1,0,1,1,0.782608695652174,1,1,1,1,1,2,1,2,2,0,1,2,-0.20059811364159189,0.6833067063518117
0,0,1,0,0.13043478260869565,1,1,2,2,2,1,2,1,2,1,1,3,0.2696112261329654,0.47636034695321666
1,0,0,1,0.7391304347826086,1,2,2,2,1,2,2,2,2,2,1,1,0.2033586381412468,1.0595131274666432
1,1,0,1,0.17391304347826086,1,1,0,0,0,0,0,0,0,1,0,2,-0.9367379802162411,-0.19560253576404846
0,0,1,1,-0.5434782608695652,1,2,2,2,1,2,2,2,1,2,1,3,0.35978835978835977,-0.30056390840318353
1,0,1,1,-0.41304347826086957,1,2,2,1,2,2,2,1,1,2,1,3,0.5189786059351278,-0.1239796030026481
1,1,1,1,-0.6086956521739131,1,1,2,2,2,2,2,2,2,2,1,3,-0.006441223832528076,-0.3875064743687946
1,0,0,0,0.8913043478260869,1,1,0,0,0,0,0,0,0,0,0,1,-0.9330572808833679,-0.005653674158696809
1,0,1,1,-0.15217391304347827,1,2,2,2,2,2,1,1,2,2,1,3,0.3588681849551415,0.17381947636034692
1,0,1,1,-0.4782608695652174,1,1,1,1,1,2,1,1,1,2,1,3,0.14722797331492984,-0.2413425834737633
0,0,0,1,0.043478260869565216,1,2,1,2,2,2,2,1,2,2,1,0,-0.2107200368069934,0.14142939472858715
1,0,0,0,0.8695652173913043,0,0,1,2,1,1,2,1,1,0,1,0,-0.28617437313089483,0.6928486493190058
1,1,1,1,0.021739130434782608,1,2,2,2,1,1,2,1,1,2,1,3,0.6183574879227052,0.5027684765719037
0,1,1,1,0.5217391304347826,0,0,1,2,1,1,2,1,1,2,1,3,-0.29537612146307796,0.4249885102750969
0,0,1,1,-0.6086956521739131,1,1,2,2,2,2,2,2,2,2,1,2,0.019323671497584488,-0.3870979508166823
1,0,0,1,0.9130434782608695,1,2,1,1,1,1,1,1,1,0,0,3,0.360708534621578,1.433560209806024
0,1,1,1,0.17391304347826086,0,0,1,2,1,1,2,2,2,2,0,3,-0.622958362088797,-0.024256085906666957
0,1,0,1,0.8695652173913043,1,2,2,1,2,1,1,1,1,1,1,2,0.7370600414078675,1.8126700661662252
0,0,0,1,-0.2826086956521739,1,1,2,1,1,2,2,2,2,2,0,1,0.18863584080975385,-0.022417729922161685
0,0,1,1,-0.6086956521739131,1,1,0,0,0,0,0,0,0,2,0,3,-0.9302967563837129,-0.40215496173739224
1,0,0,0,0.8695652173913043,1,2,1,1,2,2,1,2,2,0,0,0,-0.1674718196457327,0.7766981083900524
0,0,0,1,-0.17391304347826086,1,2,2,2,1,1,1,1,1,2,1,3,0.7490223142397057,0.2681592366445626
0,0,1,1,0.6956521739130435,1,2,2,1,2,1,2,1,1,2,1,3,0.661605705083966,1.4304233325308762
1,0,0,1,0.1956521739130435,1,2,2,2,2,1,1,1,1,2,1,3,0.6349206349206349,0.766937313519941
0,0,1,1,-0.6086956521739131,1,1,0,0,0,0,0,0,0,2,0,2,-0.9459397285484242,-0.4024029938940319
1,0,0,1,-0.13043478260869565,1,2,1,2,2,2,1,1,1,2,1,0,0.05797101449275373,0.07138219566819133
0,0,1,1,-0.5434782608695652,1,2,1,2,2,2,2,2,2,2,0,2,-0.36991028295376127,-0.34769001816470796
1,0,0,0,-0.5,1,1,1,2,2,2,2,1,2,2,0,3,-0.2880147227973315,-0.30435734138708337
1,0,1,0,-0.21739130434782608,1,2,1,1,1,2,1,1,2,2,1,2,0.09937888198757774,-0.006572852150949478
0,0,0,0,0.7608695652173914,1,1,1,1,2,1,1,1,2,0,0,2,-0.02300437083045779,0.8898883125788778
0,0,0,1,0.717391304347826,1,2,0,0,0,0,0,0,0,1,1,0,-0.8603634690591213,0.014203488499332487
0,0,1,1,-0.6086956521739131,1,2,2,1,2,2,2,2,2,2,1,3,0.20611916264090183,-0.3841361550638682
1,0,0,0,-0.6086956521739131,0,0,1,1,2,2,2,2,2,2,0,1,-0.7361398665746492,-0.39907644496968897
0,0,1,1,-0.45652173913043476,0,0,1,1,2,2,2,2,2,2,0,2,-0.7573038877386703,-0.34481576317306073
1,0,0,1,0.9347826086956522,1,2,2,1,1,1,1,1,1,0,1,0,0.7941108810674029,1.9626857505526007
0,0,1,1,-0.391304347826087,1,1,1,2,1,1,1,2,2,2,1,3,-0.17667356797791584,-0.20707037547691476
1,0,0,0,-0.08695652173913043,1,1,0,0,0,0,0,0,0,0,0,2,-0.927536231884058,-0.26614579913772346
0,1,0,0,-0.06521739130434782,1,2,2,2,1,1,2,1,1,2,0,3,0.6487232574189096,0.38288140415380906
1,0,0,0,-0.2608695652173913,1,1,1,1,1,2,2,1,1,2,0,2,0.07453416149068318,-0.05320289759919463
1,0,1,1,-0.391304347826087,1,1,1,2,2,2,2,2,2,2,1,2,-0.4757303887738671,-0.2701726741514017
1,0,1,1,0.8478260869565217,1,1,0,0,0,0,0,0,0,0,0,0,-0.9201748332183115,0.007813012934147488
0,0,1,1,0.6521739130434783,1,2,2,2,1,1,1,1,1,2,1,3,0.7517828387393604,1.4945031697050604
0,0,1,1,-0.43478260869565216,0,0,1,1,2,1,1,2,1,1,0,2,-0.3625488842880148,-0.27269676609838117
0,1,1,1,-0.5869565217391305,1,2,2,2,2,2,2,2,2,2,1,2,0.038647342995168976,-0.36295129086147404
1,0,0,1,0.391304347826087,1,1,2,2,2,1,2,2,1,2,1,3,0.27237175063262015,0.772554512361485
0,1,1,1,0.08695652173913043,0,0,1,2,2,1,1,1,1,2,1,3,-0.29261559696342304,0.11834781403424303
0,0,0,0,0.3695652173913043,1,1,0,0,0,0,0,0,0,0,0,0,-0.9302967563837129,-0.15632591425382442
1,0,0,0,0.782608695652174,1,2,2,2,1,1,1,1,1,0,1,0,0.741660915573959,1.7063955821095862
1,0,0,0,0.41304347826086957,0,0,1,2,2,2,1,2,2,2,1,0,-0.7545433632390154,0.007273178240284785
0,0,1,1,-0.5869565217391305,1,1,1,2,2,2,2,2,2,2,1,0,-0.45088566827697263,-0.3833191079596437
1,0,1,1,-0.6086956521739131,1,1,2,2,2,1,2,2,2,2,1,2,0.07545433632390144,-0.386207953078152
0,0,1,0,-0.6086956521739131,1,1,1,2,2,1,2,2,2,2,1,3,-0.3800322061191626,-0.39343006587442275
1,0,1,1,-0.06521739130434782,1,2,2,2,2,1,2,2,2,2,1,3,0.1877156659765356,0.2319465417751807
1,0,0,0,-0.2826086956521739,1,1,0,0,0,0,0,0,0,2,0,3,-0.9220151828847482,-0.31419108689150044
1,0,0,1,0.43478260869565216,1,2,2,1,1,1,1,2,1,0,0,0,0.6652864044168393,1.1019120361251542
0,0,1,1,0.06521739130434782,1,1,0,0,0,0,0,0,0,1,0,0,-0.9229353577179664,-0.20152612726967659
0,0,1,1,0.0,1,1,0,0,0,0,0,0,0,1,1,2,-0.9330572808833679,-0.24100701055595675
0,0,1,1,-0.5869565217391305,0,0,1,2,2,2,2,2,2,2,0,2,-0.8502415458937199,-0.3967566147987656
1,1,0,1,0.8913043478260869,1,2,2,1,2,2,2,2,1,2,1,3,0.37451115711985267,1.4800151737319356
0,1,0,1,0.4782608695652174,1,2,2,1,2,1,2,2,1,1,1,1,0.42604094778007834,1.0040998256479838
0,1,0,1,0.5652173913043478,1,2,1,1,1,2,2,2,2,1,0,0,-0.1932367149758454,0.5596699713304006
0,1,1,1,-0.5217391304347826,1,2,2,2,1,2,2,2,1,2,1,3,0.3551874856222682,-0.26131646714668183
1,0,0,1,0.8695652173913043,1,2,0,0,0,0,0,0,0,0,1,0,-0.8382792730618818,0.09344246748225472
0,0,0,1,-0.32608695652173914,1,1,1,2,2,1,2,2,2,2,0,0,-0.3735909822866344,-0.21280429533334788
1,0,0,1,0.9347826086956522,1,2,2,2,1,1,2,1,1,1,1,3,0.5677478720956981,1.7289373281100677
1,0,0,1,0.9130434782608695,0,0,1,2,1,1,1,1,1,0,1,0,-0.1674718196457327,0.8497946439644293
1,0,1,1,0.2608695652173913,1,1,0,0,0,0,0,0,0,2,0,3,-0.9210950080515298,-0.1816543744847861
1,0,1,0,-0.06521739130434782,0,0,1,1,2,2,1,2,1,2,0,2,-0.4545663676098459,-0.07327891216014122
1,0,1,1,0.0,1,1,2,2,2,2,2,1,2,2,1,3,0.15458937198067643,0.2877245967653689
1,1,0,0,0.5652173913043478,1,2,1,1,2,1,1,1,2,1,0,3,0.10582010582010583,0.8043318086650764
1,0,0,0,0.21739130434782608,1,1,1,1,2,2,2,2,2,2,0,0,-0.35794801012192323,0.19488761954785194
0,0,1,1,-0.17391304347826086,1,2,2,2,1,2,2,2,2,2,1,3,0.21808143547273973,0.13268990873875644
1,0,0,1,0.41304347826086957,0,0,1,2,1,1,2,2,2,1,0,2,-0.658845180584311,0.06022074861940924
1,0,0,0,0.9130434782608695,0,0,1,1,1,2,1,1,1,0,0,1,-0.19875776397515524,0.7950233077276605
1,0,1,0,-0.34782608695652173,1,2,1,1,1,1,1,1,1,0,0,0,0.339544513457557,-0.06897482473610107
1,0,1,1,-0.5434782608695652,1,1,0,0,0,0,0,0,0,2,0,2,-0.9266160570508397,-0.3833191079596437
1,0,1,1,0.8913043478260869,1,2,2,1,1,1,1,1,1,0,1,0,0.7628249367379802,1.866901567709131
1,0,1,1,0.2826086956521739,1,1,1,1,1,1,1,2,1,1,0,0,0.06257188865884529,0.5142800866653535
1,0,1,1,-0.5869565217391305,1,1,0,0,0,0,0,0,0,2,1,1,-0.9164941338854382,-0.3963480912466534
1,0,1,1,-0.34782608695652173,1,1,0,0,0,0,0,0,0,0,1,2,-0.9220151828847482,-0.3317284193786065
1,0,0,0,-0.5,1,1,1,2,2,2,2,2,2,2,0,2,-0.46008741660915575,-0.3247543387389753
1,0,1,1,-0.6086956521739131,1,1,2,2,2,2,2,2,2,2,0,2,0.011042097998619634,-0.3872292619584327
1,0,0,1,0.0,1,1,0,0,0,0,0,0,0,2,0,2,-0.9321371060501495,-0.24075897839931718
0,0,1,1,0.6521739130434783,0,0,1,2,2,2,1,1,1,2,1,3,-0.3459857372900851,0.46912364403008483
1,0,1,0,0.782608695652174,0,0,1,2,1,2,1,1,2,0,0,2,-0.4646882907752473,0.4481576317306078
0,0,0,0,0.9130434782608695,1,2,1,1,1,1,1,1,1,0,0,3,0.3662295836208881,1.5377774859752404
0,0,1,1,0.4782608695652174,1,2,2,2,2,2,2,2,1,2,0,1,0.23740510697032446,0.8028436157252385
1,0,0,1,-0.2391304347826087,1,1,0,0,0,0,0,0,0,0,0,2,-0.927536231884058,-0.2998635823138482
1,0,1,1,-0.2826086956521739,0,0,1,1,2,2,2,1,2,2,1,3,-0.5815504945939729,-0.21410281662399053
1,0,1,0,0.10869565217391304,1,2,2,1,1,1,1,1,1,0,1,0,0.8401196227283185,0.7437390118107077
1,0,1,1,-0.2608695652173913,1,2,2,2,2,1,2,2,2,2,0,1,0.17575339314469746,-0.015312338140780106
0,0,0,0,0.043478260869565216,0,0,1,1,2,1,1,1,1,1,0,3,-0.19415688980906368,0.13150810846300307
0,0,0,0,-0.021739130434782608,1,2,2,2,2,2,2,1,1,1,0,1,0.39935587761674723,0.34141626361441213
0,0,0,0,0.5217391304347826,1,1,2,2,1,2,1,1,2,2,1,3,0.40579710144927533,0.9866792141757671
1,0,1,1,0.6739130434782609,1,2,1,1,2,1,1,2,2,1,0,3,-0.10582010582010583,0.7707599267575631
0,0,0,0,-0.13043478260869565,1,2,1,2,2,2,2,2,2,1,1,0,-0.407637451115712,-0.09657934475740262
0,0,0,1,0.8695652173913043,1,2,2,1,1,1,1,2,1,1,1,0,0.6754083275822407,1.7271719227598683
0,0,1,1,-0.08695652173913043,1,1,0,0,0,0,0,0,0,0,1,2,-0.9155739590522199,-0.2622502352657956
0,0,1,1,0.43478260869565216,1,2,2,2,1,2,2,1,1,2,0,3,0.5189786059351278,1.0278525521779411
0,1,1,1,0.5652173913043478,1,2,2,1,2,2,2,1,1,2,1,3,0.5208189556015642,1.2312972811298593
1,1,0,1,-0.2826086956521739,1,2,2,2,2,2,2,2,1,2,1,0,0.2732919254658384,-0.006704163292699803
1,0,1,1,0.717391304347826,1,2,2,2,2,2,2,1,1,1,1,1,0.4324821716126064,1.271989144945615
1,0,0,0,0.6304347826086957,1,2,2,1,1,2,2,2,1,2,1,1,0.4214400736139868,1.1781454489746788
1,0,0,0,0.8695652173913043,1,1,0,0,0,0,0,0,0,0,0,2,-0.9404186795491144,-0.015151846745307436
0,0,0,1,-0.6086956521739131,1,1,2,2,2,1,2,2,2,2,0,3,0.10489993098688756,-0.38574106901859506
1,0,1,1,-0.043478260869565216,1,1,1,2,1,2,1,2,2,2,1,2,-0.2640901771336554,0.012029559597020668
0,1,1,1,0.43478260869565216,1,2,1,1,1,1,1,2,1,0,0,0,0.19967793880837348,0.7770045010541367
1,0,1,1,-0.6086956521739131,1,1,2,2,2,1,2,1,2,2,1,3,0.2751322751322752,-0.38304189554928175
0,0,1,1,0.782608695652174,1,2,0,0,0,0,0,0,0,1,0,0,-0.8410397975615368,0.05918484961226739
1,0,1,1,0.21739130434782608,1,2,2,2,1,1,2,1,1,2,1,3,0.6063952150908674,0.7576142224556641
0,0,0,1,0.30434782608695654,1,1,2,1,1,1,2,2,2,2,1,0,0.2870945479641131,0.6284040589732928
1,0,0,1,-0.1956521739130435,0,0,1,2,2,2,2,2,2,2,1,3,-0.8474810213940649,-0.26709415738369846
0,0,0,1,-0.3695652173913043,1,1,2,2,1,2,2,2,1,2,1,0,0.2677708764665286,-0.11623224563937584
0,0,1,0,-0.5,1,1,0,0,0,0,0,0,0,2,0,2,-0.9358178053830228,-0.37853354634918546
1,0,1,1,0.8478260869565217,1,2,0,0,0,0,0,0,0,0,0,1,-0.8281573498964804,0.12362943995798041
1,0,0,1,0.391304347826087,1,1,1,1,2,1,2,1,2,1,1,0,-0.08189556015642978,0.47369035373762564
0,0,0,0,0.717391304347826,1,2,2,1,1,1,1,1,1,0,0,1,0.8290775247296986,1.6810525317517635
1,0,0,1,0.5869565217391305,1,1,2,2,2,1,1,1,1,2,1,3,0.5189786059351278,1.2463980624311528
1,0,0,1,-0.2608695652173913,1,1,0,0,0,0,0,0,0,1,0,2,-0.9413388543823327,-0.31839304342751257
1,0,1,1,0.13043478260869565,1,2,2,2,2,2,1,2,2,2,0,0,0.17575339314469746,0.41954639295588675
1,1,0,1,-0.5869565217391305,1,2,2,2,2,1,2,2,2,2,0,3,0.16011042097998626,-0.35753835379598625
1,0,0,1,-0.6086956521739131,0,0,1,2,2,2,2,2,1,2,0,3,-0.6533241315850011,-0.3977633335521852
1,0,0,0,0.41304347826086957,1,2,2,1,1,2,2,1,1,1,1,0,0.6027145157579941,1.0619934490330394
1,0,1,1,0.34782608695652173,1,2,2,2,2,1,2,2,1,2,1,0,0.3459857372900851,0.8153035840646633
0,0,0,0,0.8913043478260869,1,2,1,1,1,1,1,1,1,0,1,0,0.3616287094547965,1.4120105924321011
0,0,1,1,0.043478260869565216,1,1,2,2,1,2,1,2,2,2,1,3,0.14630779848171158,0.302606526163745
0,0,1,1,0.6521739130434783,1,2,0,0,0,0,0,0,0,0,0,2,-0.8373590982286635,0.032791310120441494
0,1,0,0,0.391304347826087,1,1,2,2,1,2,2,1,2,1,1,1,0.2659305268000921,0.7645007623341284
0,0,0,0,0.06521739130434782,1,1,0,0,0,0,0,0,0,0,0,2,-0.9487002530480791,-0.22882425462689393
0,0,1,1,0.1956521739130435,1,1,1,1,1,2,1,1,2,1,0,2,0.0018403496664365184,0.38228320895250173
1,0,1,1,0.6521739130434783,1,2,2,2,1,1,2,2,2,2,1,3,0.23464458247066944,1.0361835146156595
0,0,1,1,-0.043478260869565216,1,2,2,2,2,1,2,1,1,1,1,1,0.5521048999309869,0.3721430707840004
1,0,0,1,0.6304347826086957,1,2,2,2,1,1,2,2,1,1,1,3,0.4380032206119162,1.229079581846964
1,0,1,1,0.9130434782608695,1,2,2,1,1,1,1,1,1,0,0,2,0.7508626639061421,1.9223294596546514
1,1,1,1,-0.043478260869565216,1,2,2,2,1,1,2,2,2,2,1,1,0.2935357717966414,0.29265605964443864
0,1,0,1,0.782608695652174,1,2,2,2,1,1,2,1,1,1,1,1,0.6008741660915575,1.574077721605789
0,0,1,1,0.41304347826086957,1,2,1,1,2,2,1,2,1,1,1,1,0.008281573498964856,0.6510333457349411
1,0,1,1,-0.021739130434782608,1,1,2,2,2,2,2,2,1,2,1,3,0.18587531631009882,0.24710568358391868
1,0,1,1,-0.21739130434782608,1,2,0,0,0,0,0,0,0,2,0,1,-0.8428801472279733,-0.2720402103896293
1,0,0,0,0.6304347826086957,1,2,1,1,2,1,1,1,2,0,0,2,0.09753853232114097,0.8805506313877398
1,0,1,1,0.5217391304347826,1,1,2,2,1,1,2,1,1,1,1,2,0.5484242005981136,1.109630213234704
1,1,0,0,0.2391304347826087,1,2,2,2,2,2,2,1,1,2,1,0,0.4426040947780078,0.6543161242787005
0,0,1,0,-0.6086956521739131,1,1,0,0,0,0,0,0,0,2,0,2,-0.9431792040487693,-0.4023592235134484
0,0,1,1,0.2391304347826087,1,2,2,2,1,1,2,1,1,2,1,0,0.6257188865884519,0.769986650033922
0,0,0,1,0.6956521739130435,1,2,0,0,0,0,0,0,0,0,0,1,-0.8290775247296986,0.04099096141640948
0,1,0,1,0.8043478260869565,1,2,2,2,1,1,1,1,1,1,1,3,0.7425810904071772,1.7781352358858757
0,0,1,0,0.2391304347826087,0,0,1,1,1,2,1,2,2,1,0,2,-0.5567057740970784,0.048417335988736404
0,0,1,1,-0.30434782608695654,1,2,2,1,2,2,2,1,1,2,1,3,0.5373821025994939,0.04920520283923868
0,0,0,0,0.8478260869565217,1,2,0,0,0,0,0,0,0,0,0,2,-0.8235564757303888,0.0840464257836722
0,1,0,1,-0.3695652173913043,1,1,2,2,2,2,2,2,1,2,1,3,0.18311479181044404,-0.13070565148563965
1,0,1,1,-0.6086956521739131,1,1,0,0,0,0,0,0,0,2,0,0,-0.9404186795491144,-0.40231545313286493
1,0,0,0,-0.45652173913043476,1,1,0,0,0,0,0,0,0,0,0,2,-0.9385783298826778,-0.36066064094427297
1,0,1,1,0.2391304347826087,1,1,2,2,1,2,2,2,2,2,0,0,0.07913503565677474,0.45917317751077835
0,1,0,1,0.9347826086956522,1,2,2,1,1,1,2,2,1,0,1,0,0.5916724177593744,1.795220274440286
1,0,1,0,-0.43478260869565216,1,1,1,2,2,1,1,1,1,2,1,2,0.044168391994479056,-0.21789624960789034
1,0,1,1,-0.30434782608695654,1,1,1,1,2,1,1,2,2,2,0,3,-0.2125603864734299,-0.1292612289263855
0,0,1,1,-0.6086956521739131,1,1,0,0,0,0,0,0,0,2,0,3,-0.939498504715896,-0.40230086300600376
1,0,1,1,0.08695652173913043,1,2,2,2,2,2,2,2,1,2,1,3,0.23648493213710595,0.3967712049256268
1,0,0,0,0.1956521739130435,1,1,0,0,0,0,0,0,0,0,1,2,-0.9302967563837129,-0.1872569831994689
1,0,1,1,0.5652173913043478,1,1,1,2,1,1,2,2,1,0,1,2,-0.10582010582010583,0.647502535034542
1,0,0,0,0.782608695652174,1,2,1,2,1,2,1,1,1,0,1,1,0.16379112031285956,1.0720168661866514
1,0,0,1,-0.5434782608695652,1,1,1,1,1,2,2,2,2,2,0,2,-0.2907752472969864,-0.3393882359807118
1,0,1,0,0.30434782608695654,1,1,2,1,1,2,1,1,1,1,1,0,0.6533241315850011,0.9145602171010877
1,0,1,1,-0.2391304347826087,0,0,1,2,2,1,1,2,2,2,1,3,-0.6496434322521278,-0.23076474149942733
0,1,1,1,-0.6086956521739131,1,2,2,2,2,2,2,1,1,2,1,3,0.4242005981136415,-0.380678294997775
0,0,1,1,-0.6086956521739131,1,1,0,0,0,0,0,0,0,2,0,2,-0.9496204278812975,-0.40246135440147646
0,0,0,1,-0.5652173913043478,1,1,2,2,2,2,2,2,2,2,1,3,-0.0036806993328732983,-0.34703346245595607
1,0,0,1,0.2608695652173913,1,1,0,0,0,0,0,0,0,0,0,0,-0.9174143087186566,-0.15248871088934118
1,0,1,1,-0.2826086956521739,1,2,2,2,2,1,2,2,1,2,1,3,0.33034276512537386,0.006995965829922864
1,0,1,1,-0.5217391304347826,1,1,2,2,2,2,2,1,2,2,0,3,0.17851391764435248,-0.2958512974270311
0,0,1,1,0.5869565217391305,1,2,2,1,2,2,1,1,1,2,1,2,0.641361858753163,1.2828587894571741
1,1,0,1,-0.021739130434782608,1,2,0,0,0,0,0,0,0,2,0,2,-0.8244766505636071,-0.19361827851093164
1,0,0,1,0.5434782608695652,1,1,0,0,0,0,0,0,0,0,0,0,-0.9284564067172764,-0.08629330532028973
0,0,1,1,-0.6086956521739131,1,1,0,0,0,0,0,0,0,2,1,2,-0.9385783298826778,-0.40228627287914265
0,0,0,1,0.2826086956521739,1,2,2,2,2,1,1,1,1,1,1,3,0.6956521739130435,0.9302737837305494
0,0,1,1,0.8043478260869565,1,1,2,1,2,1,1,1,1,0,1,1,0.6468829077524731,1.5892660436682495
1,1,0,1,-0.45652173913043476,1,2,2,2,2,2,2,2,1,2,1,3,0.2484472049689441,-0.22898474602236665
1,0,0,0,-0.32608695652173914,1,2,0,0,0,0,0,0,0,2,0,2,-0.8272371750632621,-0.2992945673662632
1,0,1,1,0.30434782608695654,0,0,1,2,2,1,2,1,1,2,1,1,-0.3947550034506557,0.1978640054275271
1,0,0,1,0.8913043478260869,0,0,1,1,2,1,1,2,1,0,1,1,-0.3800322061191626,0.5754564885941682
0,0,0,0,0.043478260869565216,1,2,2,1,2,1,1,2,2,2,0,3,0.3459857372900851,0.4157821402257092
0,0,0,1,0.9347826086956522,1,2,2,1,2,1,1,1,1,0,1,0,0.7619047619047621,1.9471764456991951
1,0,1,0,0.10869565217391304,1,1,1,1,2,1,1,1,2,0,0,0,-0.05244996549344365,0.2746372529709146
0,0,0,0,-0.21739130434782608,1,1,0,0,0,0,0,0,0,1,0,2,-0.9330572808833679,-0.3074504482816478
1,0,0,1,0.5217391304347826,1,1,2,1,1,1,2,1,1,1,1,1,0.6551644812514377,1.2756512667877646
1,0,0,0,-0.5652173913043478,0,0,1,2,1,2,2,2,1,2,0,2,-0.5557855992638602,-0.38098468766185917
0,0,1,1,-0.34782608695652173,1,1,2,2,1,1,2,2,2,2,1,3,0.1711525189786059,-0.12392124249520346
0,0,0,1,-0.10869565217391304,1,1,1,1,2,2,1,1,1,1,0,1,0.0717736369910284,0.0918521436543891
1,1,1,1,-0.5434782608695652,1,2,2,2,2,1,2,2,1,2,1,3,0.3377041637911202,-0.2992945673662632
1,1,1,1,0.06521739130434782,1,1,2,2,2,2,2,2,1,2,1,3,0.16563146997929606,0.36967733934446556
1,0,1,1,0.21739130434782608,0,0,1,1,1,2,1,2,2,1,1,1,-0.5557855992638602,0.06777843433348654
0,0,0,1,0.9347826086956522,1,2,2,2,1,1,1,1,1,0,1,0,0.7223372440763746,1.8560902837050166
1,0,1,1,0.6739130434782609,1,2,2,2,1,1,2,1,1,2,1,3,0.6514837819185646,1.458523916865457
1,0,1,0,-0.5434782608695652,1,2,0,0,0,0,0,0,0,2,1,2,-0.8290775247296986,-0.3834066487208106
0,0,1,1,0.9347826086956522,1,2,0,0,0,0,0,0,0,0,0,1,-0.8419599723947551,0.1107317678127211
1,0,0,1,-0.43478260869565216,0,0,1,2,2,1,2,1,1,2,1,3,-0.4002760524499655,-0.2789413403949547
1,0,1,1,0.0,0,0,1,1,1,2,1,2,2,1,0,0,-0.5705083965953531,-0.0920272251767229
0,0,1,1,-0.2391304347826087,1,2,0,0,0,0,0,0,0,1,0,2,-0.8603634690591213,-0.2841062453038029
1,1,0,0,0.9347826086956522,1,2,1,1,1,1,1,1,1,0,1,0,0.35058661145617664,1.4738143698159456
0,0,1,1,-0.5869565217391305,1,1,0,0,0,0,0,0,0,2,0,2,-0.9284564067172764,-0.3955164540155676
0,0,0,1,0.9130434782608695,1,2,2,1,1,1,2,1,1,1,1,3,0.7195767195767195,1.883884475375513
0,0,0,1,-0.45652173913043476,1,1,0,0,0,0,0,0,0,2,1,1,-0.9376581550494595,-0.360952443481496
1,1,0,0,0.9347826086956522,1,2,1,1,1,1,1,1,1,0,1,0,0.3229813664596273,1.4670445509523702
0,0,0,0,0.9130434782608695,1,1,1,1,2,1,1,2,1,0,1,0,0.006441223832528076,1.0432743162701799
0,0,1,1,0.32608695652173914,1,1,2,1,1,1,2,1,1,1,1,3,0.6542443064182194,0.9082864625507918
0,0,0,0,0.391304347826087,1,2,0,0,0,0,0,0,0,0,0,2,-0.8456406717276284,-0.06935416803449104
1,1,1,1,-0.043478260869565216,1,2,2,1,1,1,2,1,1,1,1,1,0.7361398665746492,0.4258785080136271
0,0,1,1,-0.6086956521739131,1,1,1,1,2,2,2,2,2,2,0,3,-0.38187255578559925,-0.39345924612814503
1,0,0,0,0.3695652173913043,1,2,0,0,0,0,0,0,0,1,0,2,-0.8382792730618818,-0.06776384420662535
0,0,1,1,-0.391304347826087,0,0,1,2,1,1,2,2,2,2,0,2,-0.658845180584311,-0.29605555920308724
0,1,0,1,0.2608695652173913,1,2,2,2,2,1,2,1,1,2,1,3,0.5392224522659305,0.834898124439192
1,0,0,1,0.8695652173913043,1,1,1,2,1,2,2,2,1,0,1,0,-0.16655164481251433,0.7975182194209177
0,0,1,1,-0.34782608695652173,1,1,0,0,0,0,0,0,0,1,1,3,-0.9302967563837129,-0.3339169384077794
1,0,0,0,0.34782608695652173,1,1,0,0,0,0,0,0,0,0,1,1,-0.9293765815504946,-0.14932265336047096
0,0,1,1,-0.10869565217391304,1,2,0,0,0,0,0,0,0,1,0,3,-0.84472049689441,-0.23503964866974517
0,0,1,1,0.782608695652174,1,2,0,0,0,0,0,0,0,0,0,2,-0.8235564757303888,0.07488382611486806
1,1,0,1,-0.6086956521739131,1,1,1,1,2,2,2,2,2,2,1,3,-0.38555325511847255,-0.39351760663558966
0,0,0,0,0.4782608695652174,1,1,1,1,2,2,1,1,1,1,1,1,0.10858063031976087,0.749399981032835
1,0,1,1,-0.391304347826087,1,1,0,0,0,0,0,0,0,1,0,2,-0.9293765815504946,-0.3461288745905645
1,0,1,1,-0.5217391304347826,1,1,2,2,1,2,2,1,1,2,1,3,0.47389003910743044,-0.25844221215503466
0,0,1,1,-0.45652173913043476,1,1,0,0,0,0,0,0,0,2,1,1,-0.9348976305498045,-0.3586909738180173
0,0,0,1,0.9130434782608695,1,2,1,1,1,1,1,2,1,0,0,0,0.18219461697722578,1.263220478702062
1,0,1,1,-0.30434782608695654,1,1,2,2,2,1,2,1,1,2,1,0,0.4324821716126064,0.03131770730746505
1,0,0,1,-0.021739130434782608,1,1,0,0,0,0,0,0,0,2,0,2,-0.9201748332183115,-0.24367700377154777
1,0,1,1,-0.2826086956521739,1,2,2,2,2,2,2,2,2,2,1,0,0.07821486082355648,-0.07842922694212828
0,0,0,0,0.5217391304347826,1,2,1,1,1,2,1,2,2,1,0,1,-0.11686220381872546,0.6108667264861868
1,0,0,0,-0.32608695652173914,1,1,1,1,1,2,1,2,2,2,0,1,-0.2033586381412468,-0.18012241116436506
1,0,1,1,0.43478260869565216,1,1,2,2,2,1,1,1,1,0,0,0,0.5548654244306419,1.0270355050737165
1,0,0,1,0.9130434782608695,0,0,1,2,2,1,1,2,1,0,1,3,-0.43156199677938817,0.5443503381261899
1,0,0,0,0.34782608695652173,1,1,0,0,0,0,0,0,0,0,0,2,-0.9137336093857833,-0.14764478877143836
1,0,0,1,0.5217391304347826,1,2,2,2,1,2,2,1,1,2,1,0,0.513457556935818,1.094660743075161
